         244222054 function calls (244208003 primitive calls) in 83.528 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       24    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        5    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:3014(replace)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:2885(unique)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:105(_set_new_active_manager)
        1    0.000    0.000    0.001    0.001 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/popmap_file.py:34(__init__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/groupby.py:946(__getattr__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1077(_update_transScale)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:3534(get_xlim)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:3385(mean)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/posixpath.py:117(splitext)
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:62(__init__)
        1    0.000    0.000    0.055    0.055 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:785(subplots)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:395(_getencoder)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:2603(_check_layout_engines_compat)
       36    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_collections_abc.py:315(__subclasshook__)
       10    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:973(y1)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1415(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/fromnumeric.py:662(partition)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/container.py:20(__init__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:985(set_title)
        9    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/linalg/linalg.py:153(_realType)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:2647(__init__)
       41    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_platform_int}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/container.py:69(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1343(_path_hooks)
       26    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:1582(name)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:927(is_in_axis)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/sorting.py:144(_int64_cut_off)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/categorical.py:706(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_pylab_helpers.py:77(destroy_all)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/ops.py:685(__init__)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/numerictypes.py:283(issubclass_)
        1    0.000    0.000    0.003    0.003 /share/apps/python/anaconda-3.11/lib/python3.10/importlib/__init__.py:108(import_module)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:275(is_datetime64_dtype)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend_handler.py:87(update_prop)
       29    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:1716(__init__)
       20    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:799(get_window_extent)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_axes.py:846(_check_no_units)
       22    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/common.py:142(classes)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:761(get_scale)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:3735(get_ybound)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/contextlib.py:514(_push_exit_callback)
        6    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/collections/__init__.py:1313(__init__)
       30    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/flags.py:53(allows_duplicate_labels)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:72(colorbar_gridspec)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_compression.py:39(__init__)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1040(__init__)
       28    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/scale.py:96(__init__)
       33    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:1323(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/spines.py:541(from_dict)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/seaborn/_oldcore.py:1542(all_datetime)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/construction.py:476(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:983(p1)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:363(<listcomp>)
        1    0.000    0.000    0.000    0.000 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/genotype_data.py:1137(<dictcomp>)
        7    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:22(_is_dunder)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:959(clear)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:830(__init__)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1017(minposx)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2446(_unit_change_handler)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:3146(clear)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:3097(ylabel)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/gzip.py:327(close)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:562(_from_subplot_args)
        5    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/range.py:340(get_loc)
       34    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/shape_base.py:19(_atleast_1d_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1261(_process)
        5    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:2150(_set_artist_props)
        1    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/rcsetup.py:152(validate_axisbelow)
       18    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2178(get_label_position)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:1138(sca)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/popmap_file.py:266(sample_indices)
       18    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:338(_setdefaults)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:1307(disable)
       24    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/offsetbox.py:71(_bbox_artist)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:1026(_convert_grouper)
        2    0.000    0.000    0.004    0.002 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:2708(legend)
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:82(adjust_compatible)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/getlimits.py:709(max)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:229(<lambda>)
       24    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:618(get_gridspec)
        9    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/array_algos/take.py:287(_get_take_nd_function_cached)
        6    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:1684(_static_getmro)
       12    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1173(get_axes_locator)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:121(__init__)
       22    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/text.py:886(get_horizontalalignment)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/genericpath.py:121(_splitext)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:228(<genexpr>)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:183(blklocs)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/ops/missing.py:137(dispatch_fill_zeros)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:2989(tick_params)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:3075(_construct_result)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1288(__init__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:2857(_check_size)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2717(get_minpos)
        1    0.000    0.000    0.001    0.001 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/genotype_data.py:2484(read_popmap)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        1    0.000    0.000    0.005    0.005 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:381(new_figure_manager)
        9    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:377(set_alpha)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2492(__init__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:1823(rename)
       16    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:574(_constructor)
       35    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/internals/managers.py:982(__init__)
       13    0.000    0.000    0.000    0.000 {method 'lstrip' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:1285(exists)
       17    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:3253(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/cbook/__init__.py:2164(_backend_module_name)
        6    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/_collections_abc.py:362(__subclasshook__)
       18    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:610(num2)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/GifImagePlugin.py:63(GifImageFile)
       27    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:1726(getattr_static)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/contextlib.py:509(_push_cm_exit)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/contextlib.py:482(enter_context)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:1024(get_tightbbox)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/ops.py:830(names)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/dtypes/base.py:494(find)
       12    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:25(_maybe_view_as_subclass)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:123(set_height_ratios)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:525(__getitem__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1959(<listcomp>)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:869(__array__)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:1101(_maybe_disallow_fill)
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:303(p1)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1890(set_pickradius)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/base.py:2678(_na_value)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:86(as_list)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/logging/__init__.py:1366(_fixupParents)
        3    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:2415(mpl_connect)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:2892(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:191(set)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/encodings/ascii.py:41(getregentry)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:776(get_legend_handler_map)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/pyplot.py:295(backend_mod)
        5    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/Image.py:3416(register_save)
        9    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/core/_dtype.py:24(_kind_name)
       19    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/artist.py:1093(get_label)
        2    0.000    0.000    0.001    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/groupby/grouper.py:688(result_index)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/layout_engine.py:126(execute)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend_handler.py:194(get_xdata)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:3805(set_ylim)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/construction.py:714(_try_cast)
        1    0.000    0.000    0.001    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/_api/__init__.py:222(__getattr__)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/series.py:676(values)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/colors.py:499(to_hex)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:1416(<listcomp>)
       15    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:579(_get_mixins_)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/PngImagePlugin.py:1072(write)
        2    0.000    0.000    0.000    0.000 /scrfs/storage/btm002/home/local/src/SNPio/snpio/read_input/genotype_data.py:436(<genexpr>)
       14    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:803(get_width)
        2    0.000    0.000    0.029    0.015 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axis.py:2037(set_ticks)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:469(set_facecolor)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:1052(set_bbox_to_anchor)
        2    0.000    0.000    0.002    0.001 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1206(_gen_axes_spines)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/legend.py:673(_set_loc)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/algorithms.py:251(_get_hashtable_algo)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/array_algos/take.py:564(_take_preprocess_indexer_and_fill_value)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/selections.py:222(array_shape)
        2    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/inspect.py:1696(_check_class)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1189(_gen_axes_patch)
       24    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/numpy/lib/stride_tricks.py:345(<genexpr>)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:615(_make_child)
        8    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/indexes/range.py:892(__len__)
        3    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/contextlib.py:452(__init__)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/util/_validators.py:349(validate_ascending)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:199(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:2478(mpl_disconnect)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1731(new_manager)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/GifImagePlugin.py:39(LoadingStrategy)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/gridspec.py:191(<listcomp>)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/transforms.py:1028(minposy)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/sorting.py:157(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/figure.py:94(bubble)
       19    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.031    0.016 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/axes/_base.py:1388(clear)
        1    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/PIL/_util.py:5(is_path)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/backend_bases.py:1697(<lambda>)
       15    0.000    0.000    0.000    0.000 {pandas._libs.lib.item_from_zerodim}
       13    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/h5py/_hl/filters.py:92(_normalize_external)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/pathlib.py:1316(is_file)
        2    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/pandas/core/generic.py:523(_get_axis)
        1    0.000    0.000    0.000    0.000 /share/apps/python/anaconda-3.11/lib/python3.10/enum.py:82(__init__)
        4    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/patches.py:3895(set_mutation_scale)
        6    0.000    0.000    0.000    0.000 /home/btm002/local/src/SNPio/.snpio-test/lib/python3.10/site-packages/matplotlib/ticker.py:327(get_offset)
